company,ticker,year,segment,industry,hq_country,ceo_sust_statem,revenue_MEUR,num_employees,environmental_policy_and_assessment,environmental_performance_targets,reduced_environmental_impact,energy_consump_GJ,increased_renewable_energy,disclosure_of_raw_material_use,resource_efficiency_target,water_withdraw_thm3,disclosure_of_water_discharges,ghg_emis_kt,transport_emis_kt,external_audit_of_ESG_report,supplier_guidelines,disclosure_of_suppliers_audited,disclosure_of_supplier_evaluation_procedures,supplier_environmental_assessment,base_year,years_esg_data,energy_consump_bool,water_withdraw_bool,ghg_emis_bool,transport_emis_bool,ghg_emis_per_MEUR_revenue,water_withdraw_per_MEUR_revenue,csrd_2025,csrd_2027
Nordea Bank Oyj,NDA,2022,Large,Finance,Finland,0,9796.0,27508.0,1,1,1,317170.8,1,0,1,92.111,0,5.465,12.69,1,1,1,1,1,2019,4,1,1,1,1,0.0005578807676602695,0.009402919559003676,1,0
Oma Savings Bank Oyj,OMASP,2019,Mid,Finance,Finland,1,92.573,279.0,1,1,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Oma Savings Bank Oyj,OMASP,2020,Mid,Finance,Finland,0,111.073,239.0,1,0,1,,1,0,0,,0,0.414,3.538,0,0,0,0,0,2019,4,0,0,1,1,0.0037272784565105833,,0,1
Oma Savings Bank Oyj,OMASP,2021,Mid,Finance,Finland,0,156.565,337.0,1,0,1,,1,0,0,,0,0.4332,4.0241,0,0,0,0,0,2019,4,0,0,1,1,0.002766901925717753,,0,1
Oma Savings Bank Oyj,OMASP,2022,Mid,Finance,Finland,0,144.392,294.0,1,1,1,13057.2,0,0,0,,0,0.2609,5.6088,0,1,0,0,0,2019,4,1,0,1,1,0.0018068868081334147,,0,1
Harvia Plc,HARVIA,2021,Large,Consumer Goods and Services,Finland,1,179.123,814.0,1,1,1,,0,0,0,,0,2.561,,0,1,0,0,0,2021,1,0,0,1,0,0.014297438073279255,,0,1
Kojamo Oyj,KOJAMO,2019,Large,Finance,Finland,0,375.3,296.0,1,1,1,1245600.0,0,0,1,5900.0,0,,,0,1,0,0,1,2019,4,1,1,0,0,,15.720756727950972,0,1
Kojamo Oyj,KOJAMO,2020,Large,Finance,Finland,1,383.9,271.0,1,1,1,1146960.0,0,0,1,3400.0,0,54.73,2.613,1,1,0,1,1,2019,4,1,1,1,1,0.14256316749153425,8.85647303985413,0,1
Kojamo Oyj,KOJAMO,2021,Large,Finance,Finland,1,319.7,319.0,1,1,1,,1,0,1,3200.0,0,54.626,2.556,1,1,0,1,1,2019,4,0,1,1,1,0.17086643728495465,10.009383797309978,0,1
Kojamo Oyj,KOJAMO,2022,Large,Finance,Finland,0,413.3,270.0,1,1,1,1198440.0,1,0,0,3200.0,0,36.915,2.638,0,1,0,0,1,2019,4,1,1,1,1,0.08931768691023469,7.742559883861602,0,1
Nanoform Finland PLC,NANOFS,2021,Large,Health Care,Finland,0,1.954547,117.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2021,2,0,0,0,0,,,0,1
Nanoform Finland PLC,NANOFS,2022,Large,Health Care,Finland,0,3.487376,150.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2021,2,0,0,0,0,,,0,1
"Tallink Grupp, AS",TALLINK,2022,Large,Consumer Goods and Services,Estonia,0,771.387,5023.0,1,0,1,,0,0,0,,0,473.0,,0,0,0,0,0,2019,4,0,0,1,0,0.613181191801262,,1,0
"Tallink Grupp, AS",TALLINK,2019,Large,Consumer Goods and Services,Estonia,1,912.4,7240.0,1,1,1,,0,0,1,,0,,,0,1,0,0,1,2019,4,0,0,0,0,,,1,0
"Tallink Grupp, AS",TALLINK,2021,Large,Consumer Goods and Services,Estonia,1,476.937,4355.0,1,0,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,1,0
Citycon Oyj,CTY1S,2019,Large,Finance,Finland,1,217.4,240.6,1,1,1,975218.4,1,0,1,117.901,1,43.247,1.574,1,1,0,0,0,2019,4,1,1,1,1,0.19892824287028518,0.5423229070837167,0,1
Citycon Oyj,CTY1S,2020,Large,Finance,Finland,1,295.5,237.0,1,1,1,925524.0,1,0,1,36.163,0,34.137,1.151,1,1,0,1,0,2019,4,1,1,1,1,0.1155228426395939,0.12237901861252114,0,1
Citycon Oyj,CTY1S,2021,Large,Finance,Finland,1,202.3,246.0,1,1,1,999280.8,1,0,1,594.767,1,32.86,170.243,1,1,0,1,1,2019,4,1,1,1,1,0.16243203163618386,2.9400247157686605,0,1
Citycon Oyj,CTY1S,2022,Large,Finance,Finland,0,203.6,257.0,1,1,1,947919.6,1,0,1,601.064,0,29.114,209.471,1,1,0,0,1,2019,4,1,1,1,1,0.14299607072691553,2.952180746561886,0,1
Cramo Oyj,CRA1V,2019,Mid,Industrial Goods and Services,Sweden,0,612.6,2142.0,1,1,1,,1,0,1,,0,11.88444,,0,1,0,0,0,2019,1,0,0,1,0,0.019399999999999997,,1,0
Relais,RELAIS,2022,Mid,Consumer Goods and Services,Finland,0,260.683,996.0,1,0,1,,0,0,0,,0,,,0,1,1,1,1,2022,1,0,0,0,0,,,0,1
Musti Group Plc,MUSTI,2021,Large,Consumer Goods and Services,Finland,0,340.856,1387.0,1,1,1,,1,0,1,,0,,,0,1,1,0,1,2021,2,0,0,0,0,,,1,0
Musti Group Plc,MUSTI,2022,Large,Consumer Goods and Services,Finland,0,391.1,1523.0,0,1,0,,0,0,0,,0,,,0,1,0,1,1,2021,2,0,0,0,0,,,1,0
Neles Corp.  (Metso Oyj),NELES,2019,Large,Industrial Goods and Services,Finland,1,3635.0,15821.0,1,1,1,1431000.0,0,0,0,1319.0,0,128.279,1034.26,1,1,1,0,1,2019,1,1,1,1,1,0.035289958734525444,0.3628610729023384,1,0
Purmo Group,PURMO,2022,Mid,Industrial Goods and Services,Finland,0,904.1,3372.0,0,1,1,,0,0,1,,0,79.035,279.578,0,0,0,0,0,2022,1,0,0,1,1,0.08741842716513659,,1,0
Evli Plc (formerly: Evli Bank Plc),EVLI,2021,Mid,Finance,Finland,1,120.5,283.0,1,1,1,,0,0,0,,0,,,0,0,0,0,1,2019,4,0,0,0,0,,,0,1
Evli Plc (formerly: Evli Bank Plc),EVLI,2022,Mid,Finance,Finland,0,96.1,344.0,1,1,1,,0,0,0,,0,759.0,3048.0,0,1,0,1,1,2019,4,0,0,1,1,7.89802289281998,,0,1
F-Secure Corporation,FSECURE,2022,Mid,Technology,Finland,0,111.0,357.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Koskisen,KOSKI,2022,Small,Basic Materials,Finland,0,317.7,828.0,1,1,1,1306800.0,1,1,1,193.373,0,20.022,,0,1,1,1,1,2022,1,1,1,1,0,0.06302171860245515,0.608665407617249,0,1
BankNordik P/F,BNORDIK,2019,Large,Finance,Faroe Islands,1,37.34,387.0,1,0,1,,0,0,0,,0,,,0,0,1,0,1,2019,4,0,0,0,0,,,0,1
BankNordik P/F,BNORDIK,2020,Large,Finance,Faroe Islands,1,39.83,357.0,1,1,1,4200.0,0,0,1,,0,0.2435,,0,0,0,0,0,2019,4,1,0,1,0,0.00611348229977404,,0,1
BankNordik P/F,BNORDIK,2021,Large,Finance,Faroe Islands,1,36.12,192.0,1,1,1,5067.0,0,0,1,,0,0.2483,,0,0,0,1,1,2019,4,1,0,1,0,0.006874307862679956,,0,1
BankNordik P/F,BNORDIK,2022,Large,Finance,Faroe Islands,0,37.14,197.0,0,0,0,4949.0,1,0,0,,0,0.3397,,0,0,0,0,0,2019,4,1,0,1,0,0.009146472805600431,,0,1
Bakkafrost P/F,BAKKA,2019,Large,Consumer Goods and Services,Faroe Islands,0,603.8965194,1154.0,1,1,1,1079809.934,0,1,1,,0,86.076,310.477,1,1,0,0,1,2019,4,1,0,1,1,0.14253435354375052,,1,0
Bakkafrost P/F,BAKKA,2020,Large,Consumer Goods and Services,Faroe Islands,1,625.09,1693.0,1,1,1,1479978.047,1,1,1,690.605,0,119.06,248.374,1,1,0,0,1,2019,4,1,1,1,1,0.19046857252555632,1.1048089075173175,1,0
Bakkafrost P/F,BAKKA,2021,Large,Consumer Goods and Services,Faroe Islands,1,743.4871486,1650.0,1,1,1,1339200.0,1,0,0,822.341,0,106.732,440.506,1,1,1,1,1,2019,4,1,1,1,1,0.14355594471401198,1.1060594679389997,1,0
Bakkafrost P/F,BAKKA,2022,Large,Consumer Goods and Services,Faroe Islands,0,958.3850355,1775.0,1,1,1,1609824.362,1,0,0,1242.179,0,120.978,412.165,0,1,1,1,1,2019,4,1,1,1,1,0.1262311028645021,1.2961168569915553,1,0
Onxeo SA,ONXEO,2020,Mid,Health Care,France,0,1.776,4.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2020,1,0,0,0,0,,,0,0
AstraZeneca PLC,AZN,2019,Large,Health Care,United Kingdom,0,21785.71429,70600.0,1,1,1,6296400.0,1,0,1,3550.0,0,385.487,,0,1,0,1,1,2019,4,1,1,1,0,0.017694485242420756,0.16295081964007524,1,0
AstraZeneca PLC,AZN,2020,Large,Health Care,United Kingdom,1,23765.17857,76076.0,1,1,1,5743188.0,1,0,1,3440.0,0,248.006,7803.145,0,1,1,0,1,2019,4,1,1,1,1,0.010435688470402266,0.14474959613147986,1,0
AstraZeneca PLC,AZN,2021,Large,Health Care,United Kingdom,1,33408.03571,83088.0,1,1,1,6253646.4,1,0,1,3264.39,0,452.887,6581.749,0,1,1,0,1,2019,4,1,1,1,1,0.013556229523079616,0.09771271883018472,1,0
AstraZeneca PLC,AZN,2022,Large,Health Care,United Kingdom,0,42118.70845,83500.0,1,1,1,588963.6,1,0,1,3750.0,0,440.243,5884.0,0,1,1,0,1,2019,4,1,1,1,1,0.010452433519480345,0.08903406913466265,1,0
G4S plc,G4S,2019,Large,Industrial Goods and Services,United Kingdom,1,9090.909091,551748.0,1,1,1,3810967.492,1,0,0,,0,437.915,15.34,0,1,0,1,0,2019,2,1,0,1,1,0.0481706499995183,,1,0
G4S plc,G4S,2020,Large,Industrial Goods and Services,United Kingdom,0,8217.237308,489989.0,1,0,0,2422514.732,0,0,0,,0,,,0,1,1,0,0,2019,2,1,0,0,0,,,1,0
EnQuest plc,ENQ,2019,Mid,Energy and Utilities,United Kingdom,1,1470.052679,958.0,1,1,1,,0,0,1,,0,1511.65,,0,1,0,1,1,2019,4,0,0,1,0,1.0282964832445982,,0,1
EnQuest plc,ENQ,2020,Mid,Energy and Utilities,United Kingdom,1,765.0625,839.0,1,1,1,20138835.29,0,0,1,,0,1342.765,,0,1,0,0,1,2019,4,1,0,1,0,1.755104975083735,,0,1
EnQuest plc,ENQ,2021,Mid,Energy and Utilities,United Kingdom,1,1130.191071,773.0,1,1,1,17347190.75,0,0,1,,0,1145.273,,0,1,0,1,1,2019,4,1,0,1,0,1.013344583395669,,0,1
EnQuest plc,ENQ,2022,Mid,Energy and Utilities,United Kingdom,0,2173.671552,779.0,1,1,1,16038300.36,0,0,1,,1,1051.869,,0,1,0,1,0,2019,4,1,0,1,0,0.48391349605333567,,0,1
Noble,NOBLE,2022,Large,Energy and Utilities,United Kingdom,0,176.9471988,938.0,1,1,1,,0,0,1,,0,,,0,1,0,0,0,2022,1,0,0,0,0,,,0,1
RAK Petroleum plc,RAKP,2020,Mid,Energy and Utilities,United Kingdom,1,549.0178571,3.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,0
RAK Petroleum plc,RAKP,2021,Mid,Energy and Utilities,United Kingdom,0,896.5178571,1324.0,1,1,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,1,0
RAK Petroleum plc,RAKP,2022,Mid,Energy and Utilities,United Kingdom,0,,,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,0
RAK Petroleum plc,RAKP,2019,Mid,Energy and Utilities,United Kingdom,0,867.3988749,7.0,0,0,0,,0,0,0,,0,0.000552,,0,0,0,0,0,2019,4,0,0,1,0,6.363854231003453e-07,,0,0
TORM plc,TRMD,2019,Large,Industrial Goods and Services,United Kingdom,1,618.4017857,455.0,1,1,1,,0,0,0,,0,1302.21,,0,0,0,0,0,2019,4,0,0,1,0,2.105766881843595,,0,1
TORM plc,TRMD,2020,Large,Industrial Goods and Services,United Kingdom,0,667.2821429,449.0,1,1,1,17665000.0,0,0,1,3.268,0,1336.33,,0,0,0,0,0,2019,4,1,1,1,0,2.002646128356329,0.004897478577498435,0,1
TORM plc,TRMD,2021,Large,Industrial Goods and Services,United Kingdom,1,553.1535714,431.0,1,1,1,17672.0,0,0,0,3.875,0,1353.792,,0,1,1,1,1,2019,4,1,1,1,0,2.4474071397091945,0.007005287862812847,0,1
TORM plc,TRMD,2022,Large,Industrial Goods and Services,United Kingdom,0,1370.307125,486.0,0,1,1,19265.0,1,0,0,4.062,0,1363.524,607.961,0,1,0,1,1,2019,4,1,1,1,1,0.9950499235709658,0.002964298970568368,0,1
Össur hf,OSSR,2020,Large,Health Care,Iceland,1,562.05625,3372.0,1,1,1,25308.0,1,0,1,87.0,0,6.8,9.33,0,1,1,1,1,2019,4,1,1,1,1,0.012098433208419976,0.15478877781360853,1,0
Össur hf,OSSR,2021,Large,Health Care,Iceland,1,641.66875,3660.0,1,0,1,25560.0,1,0,0,92.0,0,2.2,9.97,1,1,1,1,1,2019,4,1,1,1,1,0.003428560296882153,0.1433761578696173,1,0
Össur hf,OSSR,2022,Large,Health Care,Iceland,0,682.7795032,3884.0,1,0,1,33695.99997,0,0,0,124.0,0,6.95,10.83,0,1,0,0,0,2019,4,1,1,1,1,0.010178981600102608,0.18161060696585948,1,0
Össur hf,OSSR,2019,Large,Health Care,Iceland,1,612.5,3449.0,1,1,1,66780.0,1,0,0,95.4,0,3.96,7.1,1,1,1,1,0,2019,4,1,1,1,1,0.006465306122448979,0.15575510204081633,1,0
HB Grandi hf,GRND,2020,Mid,Consumer Goods and Services,Iceland,1,242.438,768.0,1,1,1,1091673.011,1,0,1,630.633,0,120.863,897.3,0,1,0,1,1,2020,1,1,1,1,1,0.4985315833326459,2.601213506133527,0,1
Marel hf,MAREL,2020,Large,Industrial Goods and Services,Iceland,1,1237.8,6443.0,1,1,1,177120.0,1,0,1,,0,10.84,4.519,0,1,0,1,1,2019,2,1,0,1,1,0.008757472935853935,,1,0
Marel hf,MAREL,2019,Large,Industrial Goods and Services,Iceland,1,1283.7,6303.0,1,0,1,178200.0,1,0,0,,0,7287.0,12313.0,1,1,0,1,1,2019,2,1,0,1,1,5.676559943912129,,1,0
VÍS - Vátryggingafélag Íslands hf,VIS,2019,Mid,Finance,Iceland,1,193.011,205.0,1,0,0,755424.0,0,0,0,,0,0.05,0.14,0,0,0,0,0,2019,4,1,0,1,1,0.0002590525928574019,,0,1
VÍS - Vátryggingafélag Íslands hf,VIS,2020,Mid,Finance,Iceland,0,200.0996825,187.0,1,1,1,,0,0,1,,0,,,0,1,0,1,1,2019,4,0,0,0,0,,,0,1
VÍS - Vátryggingafélag Íslands hf,VIS,2021,Mid,Finance,Iceland,0,226.1125877,181.0,1,1,1,,0,0,0,,0,,,0,1,1,0,1,2019,4,0,0,0,0,,,0,1
VÍS - Vátryggingafélag Íslands hf,VIS,2022,Mid,Finance,Iceland,0,174.2731794,175.0,1,1,1,6986.88,1,0,0,38.531,0,0.0355,0.1428,0,1,0,1,1,2019,4,1,1,1,1,0.00020370317522307163,0.2210954097047936,0,1
Icelandair Group hf,ICEAIR,2020,Mid,Consumer Goods and Services,Iceland,1,387.1348214,2608.0,1,1,1,5395991.922,1,0,1,330.923,0,355.993,0.174,0,1,0,0,0,2019,2,1,1,1,1,0.9195582012297899,0.8548003995178719,1,0
Icelandair Group hf,ICEAIR,2019,Mid,Consumer Goods and Services,Iceland,1,1343.299107,4263.0,1,1,1,20181701.96,0,1,1,908788.0,0,1341.611,695.0,0,0,0,0,0,2019,2,1,1,1,1,0.9987433126463026,676.5343587770285,1,0
Eimskipafélag Íslands hf,EIM,2019,Mid,Industrial Goods and Services,Iceland,1,679.594,1823.0,1,0,1,3546552.463,0,0,0,250.101,0,257.6628,0.4017,1,0,0,0,0,2019,2,1,1,1,1,0.379142252580217,0.3680153150263245,1,0
Eimskipafélag Íslands hf,EIM,2020,Mid,Industrial Goods and Services,Iceland,1,667.256,1604.0,1,1,1,3939708.193,1,0,0,262.285,0,279.7412,0.3161,0,1,0,0,1,2019,2,1,1,1,1,0.419241190787344,0.393080017264738,1,0
Hagar hf,HAGA,2022,Mid,Consumer Goods and Services,Iceland,0,1138.838672,2598.0,1,1,1,227600.0496,1,0,1,864.709,0,1.3753,2.7798,0,0,0,0,0,2019,2,1,1,1,1,0.0012076337358519205,0.7592901622153554,1,0
Hagar hf,HAGA,2019,Mid,Consumer Goods and Services,Iceland,1,859.0402362,2844.0,0,1,1,244986.1056,0,1,0,898909.0,0,1.4857,2.9959,0,0,0,0,0,2019,2,1,1,1,1,0.0017294882560705833,1046.4108223572405,1,0
Reitir fasteignafélag hf,REITIR,2020,Mid,Finance,Iceland,0,78.88519749,17.0,1,1,1,18563.058,0,0,0,94.146,0,0.0401,0.0278,0,1,0,0,1,2019,2,1,1,1,1,0.0005083336452961703,1.1934558446397319,0,1
Reitir fasteignafélag hf,REITIR,2019,Mid,Finance,Iceland,0,86.5485419,18.0,1,0,0,2658.762,0,0,0,46.103,0,0.0283,0.0332,0,0,0,0,0,2019,2,1,1,1,1,0.0003269841337442566,0.5326837285516418,0,1
N1 hf,FESTI,2020,Mid,Consumer Goods and Services,Iceland,1,649.0808416,1134.0,1,1,1,171126.3708,0,0,0,608.406,0,0.8973,0.7698,0,0,0,0,0,2020,1,1,1,1,1,0.0013824163994551645,0.9373347062598003,1,0
Eik fasteignafélag hf.,EIK,2019,Mid,Finance,Iceland,0,63.90550018,64.0,1,1,1,231937.8372,0,1,0,1499469.0,0,0.0839,0.7147,1,0,0,0,0,2019,1,1,1,1,1,0.0013128760398351052,23463.848898396966,0,1
Reginn hf.,REGINN,2019,Mid,Other,Iceland,1,68.40900701,51.0,1,0,1,158574.4092,0,0,0,585.008,0,0.4727,,0,0,0,0,0,2019,1,1,1,1,0,0.006909908806758457,8.551622448115404,0,1
Síminn hf.,SIMINN,2019,Mid,Other,Iceland,0,208.9996309,,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,1,0,0,0,0,,,0,0
Arion Banki hf.,ARION,2020,Large,Finance,Iceland,1,230.0332226,762.0,1,1,1,31802.2164,1,0,0,142.125,0,0.1182,0.34915,0,1,0,1,1,2019,3,1,1,1,1,0.0005138388214711731,0.617845537238498,0,1
Ölgerðin hf.,OLGERD,2022,Mid,Consumer Goods and Services,Iceland,0,270.2264116,375.0,1,1,1,87363.7344,0,1,1,383.167,0,1.117,13.52173,0,1,0,1,1,2022,1,1,1,1,1,0.0041335707837967675,1.4179480004611065,0,1
Nova Klubburinn,NOVA,2022,Mid,Other,Iceland,0,87.46940714,151.0,0,0,1,,0,0,0,15.631,0,0.098,0.051,0,0,0,0,0,2022,1,0,1,1,1,0.0011203917255680625,0.17870248022810595,0,1
Shelf Drilling Ltd,SHLFO,2020,Mid,Energy and Utilities,United Arab Emirates,1,522.4785714,3196.0,1,1,1,372729.069,0,0,1,,0,259.833,34.949,0,1,0,0,1,2020,1,1,0,1,1,0.4973084337291924,,1,0
Siem Offshore Inc.,SIOFF,2019,Large,Energy and Utilities,Cayman Islands,0,260.6057906,1102.0,1,1,1,,0,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,1,0
Siem Offshore Inc.,SIOFF,2020,Large,Energy and Utilities,Cayman Islands,0,218.6098214,1067.0,1,1,1,,0,0,1,,0,,,0,1,0,0,1,2019,3,0,0,0,0,,,1,0
Siem Offshore Inc.,SIOFF,2022,Large,Energy and Utilities,Cayman Islands,0,260.4875027,179.0,1,1,1,3732721.0,0,0,0,,0,265.04203,2.6094,0,1,0,1,1,2019,3,1,0,1,1,1.0174846288316772,,0,1
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2021,Large,Other,United States,1,1367.975893,84000.0,1,1,1,,0,0,1,,0,2590.041,,1,1,0,0,1,2019,4,0,0,1,0,1.89333818911091,,1,0
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2020,Large,Other,United States,0,553.3883929,,1,1,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,0
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2019,Large,Other,United States,1,9777.375893,76689.0,1,1,1,,0,0,0,,0,4834768000.0,,0,1,0,0,1,2019,4,0,0,1,0,494485.23334992124,,1,0
Royal Caribbean Group (formerly: Royal Caribbean Cruises Ltd),RCL,2022,Large,Other,United States,0,8395.187079,102500.0,1,1,1,29672388.0,0,0,1,,1,4990.009,,0,1,0,0,1,2019,4,1,0,1,0,0.5943892557775365,,1,0
Subsea 7 S.A.,SUBC,2019,Large,Energy and Utilities,Luxembourg,1,3264.821429,11869.0,1,1,1,,0,0,0,,0,443.2,26.87,0,1,0,0,1,2019,4,0,0,1,1,0.13575015039513205,,1,0
Subsea 7 S.A.,SUBC,2020,Large,Energy and Utilities,Luxembourg,1,3095.0,10720.0,1,1,1,466415.584,0,0,1,,0,425.911,25.489,0,1,1,1,1,2019,4,1,0,1,1,0.13761260096930533,,1,0
Subsea 7 S.A.,SUBC,2021,Large,Energy and Utilities,Luxembourg,1,4473.214286,12496.0,1,1,1,623081.28,0,0,0,,0,545.209,29.469,0,1,0,1,1,2019,4,1,0,1,1,0.12188304989241464,,1,0
Subsea 7 S.A.,SUBC,2022,Large,Energy and Utilities,Luxembourg,0,4800.0,13437.0,1,1,1,774073.472,0,0,0,,0,619.103,47.886,0,1,0,1,0,2019,4,1,0,1,1,0.12897979166666665,,1,0
Alvotech,ALVO,2022,Large,Health Care,Iceland,0,,,1,1,1,40773.6,1,0,0,60.63,0,0.235,0.721,0,0,0,0,0,2022,1,1,1,1,1,,,0,0
Star Bulk Carriers Corp.,SBLK,2019,Mid,Industrial Goods and Services,United States,0,821.365,183.0,1,1,1,,0,0,1,,0,,,0,0,0,0,0,2019,2,0,0,0,0,,,0,1
Star Bulk Carriers Corp.,SBLK,2020,Mid,Industrial Goods and Services,United States,1,821.365,164.0,1,1,1,33383000.0,0,0,0,,0,,,1,1,0,1,1,2019,2,1,0,0,0,,,0,1
Tanker Investments Ltd,TNK,2020,Mid,Energy and Utilities,Bermuda,1,791.4589286,2090.0,1,1,1,17154608.0,0,0,1,,0,,,0,0,1,0,0,2020,1,1,0,0,0,,,1,0
Catena Media P.L.C,CTM,2021,Mid,Consumer Goods and Services,Malta,1,136.112,450.0,1,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Catena Media P.L.C,CTM,2022,Mid,Consumer Goods and Services,Malta,0,110.116,446.0,1,1,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
Catena Media P.L.C,CTM,2020,Mid,Consumer Goods and Services,Malta,0,105.991,394.0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
UIE plc (formerly United International E,UIE,2021,Large,Consumer Goods and Services,Denmark,0,436.2589286,5739.0,1,1,1,,1,0,0,,0,,,0,0,0,0,0,2019,3,0,0,0,0,,,1,0
Catena Media P.L.C,CTM,2019,Mid,Consumer Goods and Services,Malta,0,102.817,404.0,1,0,1,,0,0,0,,0,,,0,0,0,0,0,2019,4,0,0,0,0,,,0,1
ICA Gruppen AB,ICA,2022,Large,Consumer Goods and Services,Sweden,0,12818.29236,23877.0,1,1,1,3839130.0,0,0,1,,0,16.275,78.318,0,1,0,0,1,2019,4,1,0,1,1,0.001269669901646712,,1,0
Proffice AB,PROE,2020,Mid,Industrial Goods and Services,Netherlands,0,20718.0,34667.0,1,1,1,827688.2122,0,0,1,165.0,0,63.957,3.277,0,1,0,1,1,2020,1,1,1,1,1,0.0030870257746886767,0.007964089197799016,1,0
Fjordkraft Holding ASA,FKRAFT,2020,Mid,Energy and Utilities,Norway,1,428.1605681,442.0,1,1,1,1771.2,0,0,1,,0,0.015,0.102,0,1,0,1,0,2019,2,1,0,1,1,3.503358580301734e-05,,0,1
ABG Sundal Collier Holding ASA,ABG,2019,Mid,Finance,Norway,0,137.2796075,275.0,1,0,1,,0,0,0,,0,,,0,1,0,0,0,2019,2,0,0,0,0,,,0,1
ABG Sundal Collier Holding ASA,ABG,2020,Mid,Finance,Norway,1,195.659603,307.0,1,0,1,,0,0,0,,0,,,0,1,0,0,0,2019,2,0,0,0,0,,,0,1
Schibsted ASA,SCHBO,2019,Large,Other,Norway,1,1926.575,5006.0,1,1,1,127501.2,0,1,1,,0,1.955,31.495,0,1,0,0,1,2019,4,1,0,1,1,0.0010147541621789965,,1,0
Schibsted ASA,SCHBO,2020,Large,Other,Norway,1,1311.282228,5164.0,1,1,1,109411.2,0,1,1,,0,0.713,27.312,1,1,0,1,0,2019,4,1,0,1,1,0.0005437425939093868,,1,0
Kongsberg Automotive ASA,KOA,2019,Mid,Consumer Goods and Services,Norway,1,1160.0,10908.0,1,1,1,425952.0,0,1,1,,0,46.266,,0,1,0,1,1,2019,3,1,0,1,0,0.039884482758620686,,1,0
Kongsberg Automotive ASA,KOA,2020,Mid,Consumer Goods and Services,Norway,1,969.3,11223.0,1,1,1,355926.96,0,0,1,108.993,0,42.18,,0,1,0,1,1,2019,3,1,1,1,0,0.04351593933766636,0.11244506344784896,1,0
Kongsberg Automotive ASA,KOA,2021,Mid,Consumer Goods and Services,Norway,0,905.6,5262.0,1,1,1,347040.0,0,0,0,192.5,0,,,0,1,0,0,1,2019,3,1,1,0,0,,0.21256625441696111,1,0
Kongsberg Gruppen ASA,KOG,2019,Mid,Industrial Goods and Services,Norway,1,2446.311384,10793.0,1,1,1,594360.0,0,0,0,,0,10.783,33.782,1,1,0,1,1,2019,4,1,0,1,1,0.0044078607778738925,,1,0
Kongsberg Gruppen ASA,KOG,2020,Mid,Industrial Goods and Services,Norway,1,2601.840753,10680.0,1,0,1,601430.4,0,0,0,,0,15.12,7.979,0,1,0,0,0,2019,4,1,0,1,1,0.005811270341033051,,1,0
Kongsberg Gruppen ASA,KOG,2021,Mid,Industrial Goods and Services,Norway,1,2788.455678,11108.0,1,1,1,658080.0,0,1,1,,0,11.242,23.7,1,1,0,1,1,2019,4,1,0,1,1,0.004031622266294456,,1,0
Kongsberg Gruppen ASA,KOG,2022,Mid,Industrial Goods and Services,Norway,0,3147.999635,12187.0,1,1,1,641160.0,0,0,0,,0,53.811,38.939,0,1,1,0,1,2019,4,1,0,1,1,0.017093712274207425,,1,0
Storebrand ASA,STB,2019,Large,Finance,Norway,1,3272.2,1759.0,1,1,1,380569.86,0,1,1,225.52288,0,0.1801,1.343,1,1,0,0,0,2019,4,1,1,1,1,5.503942301815293e-05,0.06892087280728562,1,0
Storebrand ASA,STB,2020,Large,Finance,Norway,1,4206.2,1814.0,1,1,1,,0,0,1,,0,0.1497,0.281,1,1,0,1,1,2019,4,0,0,1,1,3.5590319052826784e-05,,1,0
Storebrand ASA,STB,2021,Large,Finance,Norway,1,5351.99,1891.0,1,1,1,,0,0,0,,0,0.1311,0.1889,1,1,0,1,1,2019,4,0,0,1,1,2.4495561464053556e-05,,1,0
Storebrand ASA,STB,2022,Large,Finance,Norway,0,4662.198,2161.0,1,1,1,18320.4,0,0,0,9.305,0,0.1324,0.6546,0,1,0,1,1,2019,4,1,1,1,1,2.8398622280735392e-05,0.001995839730530535,1,0
